stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
USA,2,United States of America,002-1998-1103-L1,1998,1103,Legislative/Parliamentary,"Clinton's second midterm elections; Republicans kept control of both houses, lost a couple of House seats",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Clinton,,Clinton,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2000-1107-L1,2000,1107,Legislative/Parliamentary,"Concurrent with Bush's controversial presidential victory; Republicans lost seats in both houses but kept majority (in Senate, tie gave Republicans the edge due to VP tiebreaker)",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,no,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Clinton,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2000-1107-P1,2000,1107,Executive,GW Bush beat Gore in controversial election,no,,no,,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,no,,no,,N/A,,yes,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Clinton,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2002-1105-L1,2002,1105,Legislative/Parliamentary,Bush's midterm elections; Republicans kept both houses and won seats,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,GW Bush,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2004-1102-L1,2004,1102,Legislative/Parliamentary,Bush won reelection over Kerry; Republicans kept control of both houses and made slight gains in House,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,GW Bush,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2004-1102-P1,2004,1102,Executive,Bush won reelection over Democrat Kerry,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,GW Bush,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2006-1107-L1,2006,1107,Legislative/Parliamentary,Bush's second midterm elections; Democrats made large gains and gained control of both houses,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,GW Bush,,GW Bush,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, UK",,no,,no,,no,,no,
USA,2,United States of America,002-2008-1104-L1,2008,1104,Legislative/Parliamentary,"Legislative elections were held in the US on November 4, 2008. All of the seats in the House of Representatives were up for election, as well as 33 seats in the Senate (plus special Senate elections in Mississippi and Wyoming). The Democrats gained 8 seats in the Senate, while the Republicans didn't gain a single seat. Of the 435 House seats, Democrats gained 21 seats, increasing their majority from 54.3% to 59.1%. Overall, the results of the legislative election were a victory for the Democratic Party, who increased their majorities in both houses of Congress. A presidential election was held, simultaneously, and resulted in the election of Democrat Barack Obama as president of the US. ",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,N/A,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,George W. Bush,,Barack Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"EU, NATO",,no,,no,,no,,no,
USA,2,United States of America,002-2008-1104-P1,2008,1104,Executive,,no,,no,,yes,,yes,,yes,,no,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,no,"The incumbent, George W. Bush, had reached his term limit, but the incumbent party (Republican) did have a candidate in the election.",yes,,yes,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Bush,,Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"EU, NATO",,no,,yes,"The election of President Obama was received very warmly by the rest of the world. The incumbent, Bush, had grown quite unpopular for his foreign policy, particularly in the Middle East. The election of Obama was viewed widely as a fore-coming positive change in US foreign policy.",no,,no,
USA,2,United States of America,002-2010-1102-L1,2010,1102,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,no,"There are obvious media biases among hardline- Democratic and hardline-Republican news outlets. Nevertheless, there is no outright overall bias toward the Democratic incumbent party. And there is no evidence that the government initiated this bias.",no,"While the US is definitely a world economic power, the perception among its citizens is very pessimistic. The unemployment rate is relatively high, compared to recent US history, and voters are pessimistic.",yes,"The country was still struggling to avoid another recession, similar to the one that occurred in 2008 after the housing bubble burst.",no,,no,,N/A,,N/A,,N/A,,yes,"The Republican Party gained 63 seats in the U.S. House of Representatives, recapturing the majority, and making it the largest seat change since�1948�and the largest for any midterm election since the�1938 midterm elections. The Republicans gained six seats in the U.S. Senate, expanding its minority.",yes,,no,Most polls indicated falling support for the Democratic party. Sweeping gains were predicted for the Republican party.,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Obama,,Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"EU, NATO",,no,,no,,no,,no,
USA,2,United States of America,002-2012-1106-L1,2012,1106,Legislative/Parliamentary,"Legislative elections were held in the US on November 6, 2012 simultaneously with presidential elections. The legislative elections resulted in the Republican party retaining its majority in the House of Representatives, albeit with a smaller majority, and the Democratic party increased its majority in the Senate.",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,N/A,,N/A,,N/A,,no,"Incumbent president Obama's Democratic party retained it's majority in the Senate, and the opposition Republican party retained its majority in the House of Representatives.",yes,,yes,,no,"Despite the fact that the Republican party retained its majority in the House of Representatives, it actually decreased the number of seats they controlled; thus the vote count was not actually a gain for the opposition.",N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Barack Obama,,Barack Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, EU",,no,,no,,no,,no,
USA,2,United States of America,002-2012-1106-P1,2012,1106,Executive,"The US presidential election held on November 6, 2012 resulted in the reelection of Democratic candidate Barack Obama. The Republican candidate was Mitt Romney. Legislative elections were held simultaneously with the presidential elections.",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Barack Obama,,Barack Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,yes,,"NATO, UN, EU",,no,,no,,no,,no,
USA,2,United States of America,002-2014-1104-L1,2014,1104,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,yes,,no,,no,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,N/A,,yes,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Obama,,Obama,,no,,N/A,,N/A,,no,,no,,N/A,,N/A,,N/A,,no,,N/a,,N/A,,N/A,,no,,no,
CAN,20,Canada,020-1945-0611-L1,1945,611,Legislative/Parliamentary,"A parliamentary election where the Liberals returned to power for the third consecutive time, but as a minority government.",no,,no,,yes,,yes,,yes,,yes,The Parliament was dissolved one day before it would have expired.,no,,no,,no,,no,,no,,yes,King stated in a press conference that his party was the only one with a chance of winning an overall majority.,no,,no,,no,,no,,yes,WWII stimulated the economy of Canada and helped convert it to a primarily manufacturing as opposed to agricultural economy.,no,,no,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,yes,"Liberals only managed to maintain a plurality, not a majority.",N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,King,,King,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, US, UN",,no,,no,,no,,no,
CAN,20,Canada,020-1949-0627-L1,1949,627,Legislative/Parliamentary,Parliamentary elections where Liberals won an overwhelming majority.,no,,no,,yes,,yes,,yes,,yes,The Parliament was dissolved a year early to give Newfoundland federal representation as soon as possible.,no,St. Laurent remained in power,no,,no,,no,,no,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,no,"Liberals gained an overwhelming majority, as opposed to the plurality they held in the previous Parliament",N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,St. Laurent,,St. Laurent,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, US, UN",,no,,no,,no,,no,
CAN,20,Canada,020-1953-0810-L1,1953,810,Legislative/Parliamentary,Parliamentary elections where Liberals won a majority and were returned for the fifth consecutive time despite losing a few seats.,no,,no,,yes,,yes,,yes,,yes,The Parliament was dissolved earlier than its 5-year limit.,no,St. Laurent remained in power,no,,no,,no,,no,,yes,,no,,no,,no,,no,,yes,The Liberals ran on a platform of continuing the primary and the secondary industrial revolution Canada was undergoing.,no,,no,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,St. Laurent,,St. Laurent,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, US, UN",,no,,no,,no,,no,
CAN,20,Canada,020-1957-0610-L1,1957,610,Legislative/Parliamentary,"Elections resulting in the defeat of the Liberal Party, which had been in power for 22 years.",no,,no,,yes,,yes,,yes,,yes,The Parliament was dissolved earlier than its 5-year limit.,no,"St. Laurent ran again, but his government lost.",no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,no,,N/A,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,St. Laurent,,Diefenbaker,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, US, UN",,no,,no,,no,,no,
CAN,20,Canada,020-1958-0331-L1,1958,331,Legislative/Parliamentary,"Following the dissolution of Parliament due to the fact that the minority government had stalled, Conservatives win a large overall majority in Parliament.",no,,no,,yes,,yes,,yes,,yes,Parliament was dissolved barely 9 month after it was voted in.,no,Diefenbaker retained power.,no,,no,,no,,no,,yes,The Prime Minister dissolved the previous Parliament on the hopes that the new Parliament would contain a Conservative majority which would be able to accomplish his goals.,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,Conservatives took the majority.,no,,N/A,,no,Liberals lost more seats in these elections than the previous ones.,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Diefenbaker,,Diefenbaker,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, US, UN",,no,,no,,no,,no,
CAN,20,Canada,020-1962-0618-L1,1962,618,Legislative/Parliamentary,Progressive Conservatives reelected with a plurality but lost almost half of their seats to the Liberal and Social Credit parties,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Diefenbaker,,Diefenbaker,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1963-0408-L1,1963,408,Legislative/Parliamentary,Liberals win a plurality (just short of a majority) over the Progressive Conservatives previously in power,no,,no,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Diefenbaker,,Pearson,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1965-1108-L1,1965,1108,Legislative/Parliamentary,Liberals are reelected but still with a minority government,no,,no,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Pearson,,Pearson,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1968-0625-L1,1968,625,Legislative/Parliamentary,Liberals reelected with a majority,no,,no,,yes,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,no,,no,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Pearson,,Trudeau,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1972-1030-L1,1972,1030,Legislative/Parliamentary,Liberals reelected but with a minority,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Trudeau,,Trudeau,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1974-0708-L1,1974,708,Legislative/Parliamentary,Liberals defeat the Conservatives with a majority government,no,,no,,yes,,yes,,yes,,yes,Early elections were held after a vote of no confidence in the government following a budget crisis,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Trudeau,,Trudeau,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1979-0522-L1,1979,522,Legislative/Parliamentary,Conservatives beat the Liberals and win a minority government (despite getting a significantly smaller share of the popular vote),no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Trudeau,,Clark,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1980-0218-L1,1980,218,Legislative/Parliamentary,"Liberals take back the government from the Conservatives, with a majority government",no,,no,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Clark,,Trudeau,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1984-0904-L1,1984,904,Legislative/Parliamentary,"Conservates win largest victory in Canadian history, taking Liberals out with significant majority government",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Turner,,Mulroney,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1988-1121-L1,1988,1121,Legislative/Parliamentary,Conservates are reelected as the majority party over the Liberals,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Mulroney,,Mulroney,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1993-1025-L1,1993,1025,Legislative/Parliamentary,"Conservatives suffer massive defeat, winning just 2 seats, as Liberals gain a majority in the new government",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Kim Campbell,,Chretien,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-1997-0602-L1,1997,602,Legislative/Parliamentary,Liberals retain a narrow majority in the government,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Chretien,,Chretien,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-2000-1127-L1,2000,1127,Legislative/Parliamentary,Liberals keep their majority with a slightly increased majority,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Chretien,,Chretien,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-2004-0628-L1,2004,628,Legislative/Parliamentary,Liberals reelected under new PM Martin with a minority government,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Martin,,Martin,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-2006-0123-L1,2006,123,Legislative/Parliamentary,Conservative Party wins a minority government under Stephen Harper,no,,no,,yes,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Martin,,Harper,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"US, UK",,no,,no,,no,,no,
CAN,20,Canada,020-2008-1014-L1,2008,1014,Legislative/Parliamentary,"Led to a minority government led by Conservative incumbent, Stephen Harper. Liberal and Bloc Quebecois parties 2nd and 3rd.",no,,no,,yes,,yes,,yes,,yes,Harper asked for elections to be called early due to a dysfunctional parliament.,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,"Though there were fears of the 2008 crisis hitting Canada, it was not actually in crisis.",no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Harper,,Harper,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NATO, EU, US",,no,,no,,no,,no,
CAN,20,Canada,020-2011-0502-L1,2011,502,Legislative/Parliamentary,Liberal Party suffers a historic defeat and loses position as the official opposition to the New Democatic Party. The Conservative Party increases seat count to become a majority party.,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,"The official opposition party was the Liberal Party before the eleciton, after the eleciton, the New Democatic Party became the official opposition.",no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Harper,,Harper,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"NAFTA, NATO, NEA, NSG, OAS, OECD, etc.",,no,,no,,no,,no,
CAN,20,Canada,020-2015-1019-L1,2015,1019,Legislative/Parliamentary,The election saw the longest campaign period since 1872.,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,yes,,no,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Stephen Harper,,Justin Tudeau,,yes,,yes,OSCE monitors were present.,no,,no,,no,,yes,,no,,no,,yes,,EU,,no,,no,,no,,no,
BHM,31,Bahamas,031-1977-0719-L1,1977,719,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,N/A,,N/A,,no,,unclear,,N/A,,yes,,no,,no,,N/A,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Pindling,,Pindling,,no,,N/A,,N/A,,unclear,,no,,yes,,no,,no,,yes,,"OAS, U.S., Commonwealth",,no,,no,,no,,no,
BHM,31,Bahamas,031-1982-0610-L1,1982,610,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,yes,,no,,no,,unclear,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,yes,,yes,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Pindling,,Pindling,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"OAS, Commonwealth, US",,no,,no,,no,,no,
BHM,31,Bahamas,031-1987-0619-L1,1987,619,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,yes,,yes,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,yes,,yes,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Pindling,,Pindling,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,yes,,"Commonwealth, OAS, OECS, US",,yes,,no,,no,,no,
BHM,31,Bahamas,031-1992-0819-L1,1992,819,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,N/A,,N/A,,yes,,unclear,,N/A,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Pindling,,Ingraham,,no,,N/A,,N/A,,no,,no,,unclear,,no,,yes,,yes,,"Commonwealth, OECS, OAS, US",,no,,yes,,no,,no,
